transaction_id,request_id,waste_id,buyer_company_id,seller_company_id,transaction_date,final_quantity,final_price_per_unit,transport_cost,carbon_saving_kg,delivery_status,payment_status
TRX00241,REQ00625,WST00160,C041,C015,2026-09-07,1013.11,280.17,12981.75,1148.32,Delivered,Paid
TRX00242,REQ00628,WST00160,C027,C015,2026-07-11,1152.74,300.87,21473.82,2435.27,Scheduled,Paid
TRX00243,REQ00631,WST00161,C033,C015,2026-09-24,2005.42,462.42,33087.35,2101.39,Delivered,Paid
TRX00244,REQ00632,WST00161,C007,C015,2026-06-22,1483.68,522.57,18477.87,1077.24,Delivered,Pending
TRX00245,REQ00635,WST00161,C003,C015,2026-08-03,1739.61,541.19,28964.24,2208.06,In Transit,Paid
TRX00246,REQ00651,WST00165,C045,C015,2026-09-28,2066.85,188.98,46367.04,4209.91,Delivered,Paid
TRX00247,REQ00654,WST00166,C049,C015,2026-09-17,2200.84,36.85,34022.13,3400.59,Scheduled,Partially Paid
TRX00248,REQ00655,WST00166,C010,C015,2026-07-21,1187.99,34.19,11818.36,1556.06,In Transit,Paid
TRX00249,REQ00658,WST00167,C057,C015,2026-08-05,2833.21,164.36,46407.21,4587.8,Delivered,Partially Paid
TRX00250,REQ00660,WST00167,C055,C015,2026-09-12,921.6,211.06,14739.99,1773.49,Scheduled,Pending
TRX00251,REQ00662,WST00168,C060,C015,2026-07-11,1248.15,17.06,13079.97,1190.97,Delivered,Paid
TRX00252,REQ00666,WST00168,C045,C015,2026-07-23,621.48,12.58,9743.1,640.94,Delivered,Paid
TRX00253,REQ00669,WST00169,C009,C015,2026-08-15,1250.88,251.2,10927.24,1314.99,Delivered,Paid
TRX00254,REQ00670,WST00169,C054,C015,2026-07-24,819.56,215.2,18462.51,1410.86,In Transit,Paid
TRX00255,REQ00675,WST00170,C003,C016,2026-09-09,1002.94,92.37,9721.21,2042.39,Delivered,Paid
TRX00256,REQ00677,WST00171,C045,C016,2026-08-05,1398.69,548.14,22078.46,702.01,Delivered,Paid
TRX00257,REQ00678,WST00171,C051,C016,2026-09-25,1344.26,484.21,14711.09,1019.5,Delivered,Partially Paid
TRX00258,REQ00683,WST00173,C001,C016,2026-09-14,1262.21,458.05,21058.64,2105.3,In Transit,Paid
TRX00259,REQ00686,WST00173,C013,C016,2026-08-29,1216.38,428.8,30000.05,1814.52,Delivered,Partially Paid
TRX00260,REQ00689,WST00174,C056,C016,2026-07-11,430.6,401.16,7823.41,376.56,In Transit,Paid
TRX00261,REQ00694,WST00176,C030,C016,2026-08-10,2385.79,348.42,26506.43,991.82,Scheduled,Paid
TRX00262,REQ00700,WST00178,C015,C016,2026-09-04,3015.71,356.23,58285.38,3873.68,Delivered,Paid
TRX00263,REQ00707,WST00181,C055,C016,2026-08-01,648.28,87.07,15026.22,731.22,Delivered,Paid
TRX00264,REQ00711,WST00182,C010,C016,2026-10-04,784.45,283.99,15147.31,558.69,Scheduled,Pending
TRX00265,REQ00713,WST00182,C056,C016,2026-07-17,620.59,273.74,13798.21,1549.43,Scheduled,Paid
TRX00266,REQ00716,WST00182,C020,C016,2026-07-17,775.04,309.63,10457.09,1926.51,Delivered,Paid
TRX00267,REQ00717,WST00183,C052,C016,2026-06-17,882.26,273.98,19702.69,1839.44,Delivered,Paid
TRX00268,REQ00720,WST00184,C036,C016,2026-05-29,303.25,12.25,2564.35,171.81,In Transit,Paid
TRX00269,REQ00722,WST00185,C005,C016,2026-06-27,3207.58,404.73,62444.26,2371.4,Delivered,Pending
TRX00270,REQ00723,WST00185,C015,C016,2026-09-02,3260.39,408.3,50619.7,2050.92,In Transit,Paid
TRX00271,REQ00724,WST00185,C039,C016,2026-09-01,1706.8,364.45,41831.23,3229.37,In Transit,Pending
TRX00272,REQ00726,WST00185,C043,C016,2026-06-22,3285.1,365.58,72153.98,1465.42,Delivered,Paid
TRX00273,REQ00732,WST00186,C057,C016,2026-06-24,3032.37,337.85,55453.39,3057.72,In Transit,Paid
TRX00274,REQ00743,WST00189,C048,C017,2026-09-18,3908.67,31.92,70780.63,8895.78,Delivered,Partially Paid
TRX00275,REQ00744,WST00189,C011,C017,2026-08-02,3725.26,28.78,70571.85,6607.95,Scheduled,Paid
TRX00276,REQ00747,WST00190,C032,C017,2026-08-06,3817.69,199.02,38344.58,9148.1,In Transit,Paid
TRX00277,REQ00748,WST00190,C025,C017,2026-09-26,3986.49,216.71,36771.9,2466.6,Scheduled,Partially Paid
TRX00278,REQ00749,WST00190,C045,C017,2026-08-05,1076.53,194.51,25139.74,1815.59,Scheduled,Paid
TRX00279,REQ00750,WST00190,C032,C017,2026-06-24,1196.4,208.31,22454.1,2886.58,Delivered,Partially Paid
TRX00280,REQ00752,WST00191,C008,C017,2026-07-11,2697.17,6.97,32081.03,6599.8,Scheduled,Paid
TRX00281,REQ00755,WST00191,C028,C017,2026-08-27,813.38,6.53,15473.59,1322.82,Scheduled,Paid
TRX00282,REQ00758,WST00192,C030,C017,2026-05-24,595.31,303.13,13416.22,278.22,Delivered,Paid
TRX00283,REQ00760,WST00192,C048,C017,2026-08-13,763.82,319.04,19083.27,1774.49,Delivered,Partially Paid
TRX00284,REQ00761,WST00192,C028,C017,2026-06-26,1000.13,345.68,19671.1,1652.37,Delivered,Pending
TRX00285,REQ00767,WST00194,C039,C017,2026-09-14,2157.47,149.66,18639.19,4316.66,Delivered,Pending
TRX00286,REQ00770,WST00195,C060,C017,2026-09-15,930.17,489.7,20942.65,1815.98,Delivered,Paid
TRX00287,REQ00772,WST00195,C048,C017,2026-07-14,2520.03,468.07,45191.94,6040.13,In Transit,Paid
TRX00288,REQ00774,WST00195,C004,C017,2026-07-23,1954.89,435.9,34361.31,3497.82,Delivered,Paid
TRX00289,REQ00775,WST00195,C049,C017,2026-08-02,2027.72,462.54,37565.53,1928.59,Delivered,Paid
TRX00290,REQ00777,WST00196,C054,C017,2026-07-17,1988.9,221.74,46698.09,3312.73,Delivered,Pending
TRX00291,REQ00779,WST00196,C045,C017,2026-06-02,2099.62,233.93,47869.76,1695.77,Delivered,Pending
TRX00292,REQ00780,WST00196,C040,C017,2026-08-31,1919.48,258.08,24810.38,1758.19,In Transit,Paid
TRX00293,REQ00781,WST00197,C009,C017,2026-08-22,2661.37,489.25,26257.88,3389.13,Delivered,Paid
TRX00294,REQ00783,WST00198,C041,C017,2026-06-11,797.36,364.36,16112.97,1518.89,Delivered,Partially Paid
TRX00295,REQ00785,WST00198,C035,C017,2026-09-10,1849.53,360.15,37113.46,929.94,Delivered,Paid
TRX00296,REQ00786,WST00199,C040,C017,2026-06-30,347.38,423.85,7259.41,190.06,In Transit,Paid
TRX00297,REQ00789,WST00200,C024,C017,2026-06-08,821.09,418.6,20276.0,805.1,Delivered,Partially Paid
TRX00298,REQ00791,WST00201,C019,C017,2026-09-08,1042.04,220.64,24076.41,913.65,In Transit,Pending
TRX00299,REQ00793,WST00202,C033,C017,2026-08-23,2065.51,363.67,34725.06,2446.54,Delivered,Paid
TRX00300,REQ00800,WST00205,C021,C017,2026-07-30,306.4,225.53,7135.01,450.06,Delivered,Paid
TRX00301,REQ00801,WST00205,C059,C017,2026-07-02,1043.74,235.45,20305.63,2196.8,In Transit,Pending
TRX00302,REQ00802,WST00205,C040,C017,2026-07-23,1082.22,210.41,24413.79,2703.12,Delivered,Partially Paid
TRX00303,REQ00803,WST00205,C038,C017,2026-08-20,828.73,216.04,19266.27,2025.44,Scheduled,Paid
TRX00304,REQ00808,WST00206,C006,C017,2026-08-11,1177.12,267.97,24544.95,1668.54,Delivered,Paid
TRX00305,REQ00809,WST00206,C019,C017,2026-07-24,2150.31,328.66,29371.09,5232.88,Delivered,Paid
TRX00306,REQ00811,WST00207,C044,C017,2026-10-03,1911.98,352.56,18267.92,2003.34,Delivered,Paid
TRX00307,REQ00814,WST00207,C058,C017,2026-09-05,1790.82,311.06,39010.46,2536.48,Delivered,Paid
TRX00308,REQ00816,WST00208,C021,C017,2026-08-30,1464.78,62.53,36187.91,2582.85,Delivered,Paid
TRX00309,REQ00818,WST00209,C048,C017,2026-06-08,1364.15,69.11,21309.84,2926.66,In Transit,Paid
TRX00310,REQ00819,WST00209,C039,C017,2026-06-10,629.73,70.26,13196.76,504.65,Delivered,Pending
TRX00311,REQ00820,WST00209,C032,C017,2026-09-29,1038.64,68.74,20440.93,1976.84,Delivered,Paid
TRX00312,REQ00821,WST00209,C041,C017,2026-08-04,1157.24,58.27,16239.59,2466.81,Scheduled,Partially Paid
TRX00313,REQ00823,WST00210,C026,C017,2026-06-06,4182.47,362.65,64253.76,6089.46,In Transit,Paid
TRX00314,REQ00825,WST00211,C034,C017,2026-06-14,2388.56,471.19,29185.69,3248.35,Scheduled,Paid
TRX00315,REQ00830,WST00212,C055,C018,2026-07-27,698.54,420.39,16046.33,1464.97,In Transit,Paid
TRX00316,REQ00834,WST00213,C046,C018,2026-09-27,491.23,121.12,7592.3,713.75,Scheduled,Paid
TRX00317,REQ00840,WST00214,C029,C018,2026-06-20,496.12,447.82,11876.7,1208.82,Delivered,Paid
TRX00318,REQ00841,WST00214,C024,C018,2026-07-07,771.01,450.84,8291.21,865.07,In Transit,Paid
TRX00319,REQ00844,WST00215,C060,C018,2026-06-02,3733.73,495.94,57656.55,6232.82,Delivered,Paid
TRX00320,REQ00848,WST00216,C005,C018,2026-07-03,1199.44,303.51,14446.73,979.36,In Transit,Paid
TRX00321,REQ00850,WST00217,C051,C018,2026-08-14,1418.23,275.79,12775.04,3350.43,Delivered,Paid
TRX00322,REQ00851,WST00217,C011,C018,2026-09-15,2092.66,270.18,24967.45,2637.05,Delivered,Paid
TRX00323,REQ00858,WST00219,C027,C018,2026-08-28,250.74,62.99,5215.66,611.45,Scheduled,Paid
TRX00324,REQ00860,WST00219,C015,C018,2026-08-23,332.45,63.61,7493.84,580.87,Delivered,Partially Paid
TRX00325,REQ00869,WST00220,C033,C018,2026-06-14,1211.26,144.22,26116.37,2585.05,Delivered,Paid
TRX00326,REQ00873,WST00221,C039,C018,2026-06-27,803.45,221.12,11042.84,1579.06,Delivered,Partially Paid
TRX00327,REQ00877,WST00222,C026,C018,2026-08-18,1790.45,115.83,14384.48,3169.54,In Transit,Pending
TRX00328,REQ00878,WST00222,C008,C018,2026-09-09,2085.23,118.4,37344.47,2949.91,Delivered,Paid
TRX00329,REQ00882,WST00223,C058,C018,2026-07-13,703.78,480.17,8018.93,932.01,Delivered,Paid
TRX00330,REQ00883,WST00223,C014,C018,2026-08-14,740.16,494.71,12097.22,1141.83,Delivered,Paid
TRX00331,REQ00884,WST00224,C021,C018,2026-06-13,2945.59,248.43,33658.12,5270.04,Scheduled,Paid
TRX00332,REQ00887,WST00225,C014,C018,2026-09-16,540.88,462.93,4621.42,1173.23,Delivered,Paid
TRX00333,REQ00889,WST00226,C011,C018,2026-06-02,610.64,253.34,7784.89,822.6,Scheduled,Paid
TRX00334,REQ00897,WST00227,C011,C018,2026-07-23,1142.81,232.82,13209.96,2714.59,Delivered,Paid
TRX00335,REQ00898,WST00227,C053,C018,2026-07-11,1131.9,241.78,26618.07,1983.06,In Transit,Paid
TRX00336,REQ00901,WST00228,C021,C018,2026-09-02,1709.85,308.87,27820.44,3253.13,Delivered,Paid
TRX00337,REQ00903,WST00228,C026,C018,2026-06-04,1747.06,326.79,30655.43,1196.62,Delivered,Pending
TRX00338,REQ00904,WST00229,C048,C018,2026-07-04,1216.14,349.18,19424.85,1650.68,Delivered,Pending
TRX00339,REQ00907,WST00229,C031,C018,2026-06-05,1552.53,414.58,18356.56,3442.35,Delivered,Pending
TRX00340,REQ00909,WST00230,C027,C018,2026-09-16,1914.81,146.34,46007.47,820.33,Scheduled,Paid
TRX00341,REQ00910,WST00230,C039,C018,2026-08-16,2377.4,156.36,46643.09,3090.3,Delivered,Paid
TRX00342,REQ00911,WST00231,C019,C018,2026-08-05,909.1,428.02,18953.13,732.87,Delivered,Paid
TRX00343,REQ00912,WST00231,C029,C018,2026-08-08,528.85,419.6,5331.12,1121.31,Scheduled,Paid
TRX00344,REQ00914,WST00231,C036,C018,2026-07-22,282.69,481.55,4786.4,555.35,Delivered,Paid
TRX00345,REQ00918,WST00232,C057,C018,2026-08-15,1017.72,365.15,19133.5,1937.35,In Transit,Paid
TRX00346,REQ00925,WST00234,C035,C018,2026-07-21,2609.43,151.94,59283.8,4596.68,Delivered,Paid
TRX00347,REQ00931,WST00236,C021,C019,2026-06-23,735.77,155.14,7775.51,826.62,In Transit,Paid
TRX00348,REQ00937,WST00237,C060,C019,2026-09-05,228.29,109.88,3821.51,466.89,Delivered,Paid
TRX00349,REQ00938,WST00237,C005,C019,2026-10-01,305.15,116.03,3426.55,648.5,Scheduled,Paid
TRX00350,REQ00939,WST00237,C006,C019,2026-08-27,389.56,124.8,5022.28,568.55,Delivered,Paid
TRX00351,REQ00940,WST00237,C031,C019,2026-07-24,154.98,104.08,3138.67,261.94,Scheduled,Pending
TRX00352,REQ00941,WST00238,C056,C019,2026-05-24,425.25,93.28,6390.57,421.5,Delivered,Paid
TRX00353,REQ00943,WST00238,C028,C019,2026-07-13,382.42,82.78,9030.92,401.34,Scheduled,Paid
TRX00354,REQ00946,WST00240,C048,C019,2026-08-14,799.13,209.76,16489.53,989.28,Delivered,Paid
TRX00355,REQ00955,WST00243,C033,C019,2026-09-28,1641.73,518.82,20511.21,3287.58,Delivered,Paid
TRX00356,REQ00957,WST00243,C045,C019,2026-09-07,1979.64,533.6,37605.83,1823.95,Scheduled,Paid
TRX00357,REQ00958,WST00243,C033,C019,2026-09-01,2930.97,436.33,64186.47,6718.63,Delivered,Paid
TRX00358,REQ00961,WST00244,C055,C019,2026-09-22,1920.07,419.5,20496.14,4763.2,Delivered,Paid
TRX00359,REQ00963,WST00244,C033,C019,2026-09-03,2527.61,353.19,31781.6,4393.38,Delivered,Pending
TRX00360,REQ00969,WST00245,C046,C019,2026-07-02,2770.31,305.84,61237.49,3108.19,Delivered,Paid
TRX00361,REQ00973,WST00246,C054,C019,2026-06-26,1432.48,282.26,30016.07,1771.83,Delivered,Paid
TRX00362,REQ00978,WST00248,C053,C019,2026-06-25,147.7,299.38,2487.98,166.89,In Transit,Paid
TRX00363,REQ00980,WST00249,C006,C019,2026-07-27,561.1,232.36,8337.13,501.42,Delivered,Paid
TRX00364,REQ00982,WST00249,C003,C019,2026-06-19,542.47,298.4,9690.22,276.02,Delivered,Paid
TRX00365,REQ00985,WST00250,C051,C019,2026-06-17,1945.48,91.87,22569.7,1764.55,Delivered,Paid
TRX00366,REQ00987,WST00251,C008,C019,2026-07-13,2033.24,433.46,41265.99,2577.1,In Transit,Paid
TRX00367,REQ00994,WST00252,C035,C019,2026-06-07,3121.98,450.91,50744.95,6119.93,Delivered,Paid
TRX00368,REQ00996,WST00253,C012,C019,2026-09-15,2281.4,157.12,23379.71,1664.04,Delivered,Paid
TRX00369,REQ01004,WST00255,C002,C020,2026-08-08,504.85,386.32,7758.48,749.58,Delivered,Paid
TRX00370,REQ01011,WST00258,C006,C020,2026-07-17,3657.56,151.83,42220.79,6150.18,Scheduled,Paid
TRX00371,REQ01013,WST00258,C007,C020,2026-09-10,1982.18,132.8,39713.69,1505.44,Delivered,Paid
TRX00372,REQ01017,WST00259,C028,C020,2026-09-20,3875.43,104.72,59097.92,8896.46,Scheduled,Partially Paid
TRX00373,REQ01020,WST00260,C041,C020,2026-09-30,253.87,40.21,3998.94,537.27,Delivered,Paid
TRX00374,REQ01022,WST00261,C056,C020,2026-08-21,62.21,49.51,879.49,91.18,Delivered,Paid
TRX00375,REQ01023,WST00261,C002,C020,2026-07-03,32.01,57.94,449.21,28.44,Delivered,Partially Paid
TRX00376,REQ01024,WST00261,C035,C020,2026-06-14,48.42,50.1,491.06,19.39,Delivered,Paid
TRX00377,REQ01026,WST00261,C028,C020,2026-08-23,105.17,58.94,2104.66,135.53,In Transit,Paid
TRX00378,REQ01027,WST00261,C016,C020,2026-06-14,71.23,59.49,827.87,130.3,Delivered,Paid
TRX00379,REQ01029,WST00262,C027,C020,2026-09-18,1349.51,256.62,30131.94,2172.61,Delivered,Paid
TRX00380,REQ01032,WST00264,C046,C020,2026-08-10,736.87,404.68,15720.5,1487.72,Delivered,Paid
TRX00381,REQ01033,WST00264,C004,C020,2026-08-15,1384.25,321.57,24751.13,2565.84,Delivered,Partially Paid
TRX00382,REQ01035,WST00264,C034,C020,2026-07-30,813.24,326.78,8741.45,1123.16,Delivered,Pending
TRX00383,REQ01037,WST00265,C019,C020,2026-05-28,1786.67,321.89,17846.43,1138.38,Scheduled,Pending
TRX00384,REQ01039,WST00266,C015,C020,2026-08-16,527.62,328.71,8555.34,594.36,Delivered,Paid
TRX00385,REQ01040,WST00267,C051,C021,2026-06-12,1380.57,69.16,32733.19,2871.76,Delivered,Paid
TRX00386,REQ01041,WST00267,C037,C021,2026-07-06,3123.98,66.7,62365.96,5618.87,Scheduled,Paid
TRX00387,REQ01046,WST00269,C018,C021,2026-08-05,933.07,87.87,10778.11,1449.37,In Transit,Paid
TRX00388,REQ01047,WST00269,C005,C021,2026-08-22,528.31,72.78,7948.27,249.5,Delivered,Paid
TRX00389,REQ01052,WST00270,C054,C021,2026-06-12,585.31,547.83,8489.88,876.33,Delivered,Pending
TRX00390,REQ01054,WST00271,C012,C021,2026-08-27,3371.62,385.34,70251.72,5946.79,Delivered,Paid
TRX00391,REQ01056,WST00271,C032,C021,2026-08-31,3698.25,312.27,73933.46,4137.37,Delivered,Paid
TRX00392,REQ01057,WST00271,C040,C021,2026-07-25,2512.93,329.76,53959.66,3679.85,Delivered,Paid
TRX00393,REQ01058,WST00271,C026,C021,2026-09-03,2501.18,310.74,42671.66,5297.32,Delivered,Paid
TRX00394,REQ01059,WST00272,C027,C021,2026-09-14,735.51,85.78,14035.62,1123.87,Delivered,Paid
TRX00395,REQ01060,WST00272,C053,C021,2026-08-09,649.38,93.03,9385.16,551.69,Delivered,Paid
TRX00396,REQ01061,WST00272,C002,C021,2026-08-18,173.55,79.89,4095.46,328.24,Scheduled,Paid
TRX00397,REQ01063,WST00273,C037,C021,2026-08-02,870.28,262.65,19574.16,2027.65,Delivered,Paid
TRX00398,REQ01064,WST00273,C022,C021,2026-06-28,533.08,250.87,11697.42,1048.57,Delivered,Pending
TRX00399,REQ01066,WST00273,C060,C021,2026-05-29,596.53,234.38,12663.07,247.43,Delivered,Paid
TRX00400,REQ01067,WST00273,C032,C021,2026-09-21,382.61,256.1,4944.02,686.64,Delivered,Paid
TRX00401,REQ01069,WST00274,C043,C021,2026-06-07,288.24,132.98,3565.41,652.99,In Transit,Paid
TRX00402,REQ01070,WST00274,C018,C021,2026-07-09,832.54,141.17,9574.03,408.26,Delivered,Paid
TRX00403,REQ01071,WST00274,C010,C021,2026-05-30,605.44,137.89,5706.09,1054.16,Delivered,Paid
TRX00404,REQ01074,WST00275,C009,C021,2026-06-19,483.8,456.31,4230.51,415.28,Delivered,Pending
TRX00405,REQ01075,WST00275,C050,C021,2026-07-11,428.41,426.43,9028.17,505.49,Delivered,Paid
TRX00406,REQ01076,WST00276,C008,C022,2026-08-30,2952.75,386.96,39270.97,5980.81,Delivered,Paid
TRX00407,REQ01079,WST00276,C024,C022,2026-06-30,809.77,358.22,16468.59,608.1,Delivered,Paid
TRX00408,REQ01082,WST00277,C019,C022,2026-08-24,386.47,267.31,4946.97,933.93,Scheduled,Paid
TRX00409,REQ01083,WST00277,C042,C022,2026-06-26,203.49,261.57,2365.74,108.54,Delivered,Paid
TRX00410,REQ01084,WST00278,C008,C022,2026-08-08,2000.08,134.36,25114.06,1045.15,Delivered,Paid
TRX00411,REQ01085,WST00278,C025,C022,2026-06-12,1024.49,127.91,19642.46,1251.92,Scheduled,Paid
TRX00412,REQ01087,WST00279,C020,C022,2026-08-01,528.28,341.0,12744.19,1176.69,Scheduled,Paid
TRX00413,REQ01091,WST00280,C049,C022,2026-06-28,1878.87,308.91,44360.92,3560.68,Delivered,Paid
TRX00414,REQ01094,WST00281,C057,C022,2026-08-28,2387.75,303.66,35446.03,1486.37,Delivered,Paid
TRX00415,REQ01095,WST00281,C015,C022,2026-08-27,1628.06,282.52,24671.9,3442.41,In Transit,Paid
TRX00416,REQ01097,WST00282,C037,C022,2026-07-27,2145.1,29.34,26191.39,1371.39,Delivered,Paid
TRX00417,REQ01098,WST00283,C028,C022,2026-08-13,1947.07,33.07,38918.49,3108.67,In Transit,Partially Paid
TRX00418,REQ01100,WST00283,C033,C022,2026-08-28,1226.2,34.01,27171.64,2189.64,Delivered,Paid
TRX00419,REQ01104,WST00285,C036,C022,2026-08-17,1617.76,207.79,34163.17,2973.59,Delivered,Partially Paid
TRX00420,REQ01105,WST00285,C003,C022,2026-10-05,2339.3,230.47,53414.71,4486.78,Delivered,Pending
TRX00421,REQ01106,WST00285,C049,C022,2026-08-11,2006.1,214.0,45664.7,2840.4,Delivered,Paid
TRX00422,REQ01108,WST00285,C006,C022,2026-07-09,1009.94,212.47,18857.0,424.19,Delivered,Paid
TRX00423,REQ01113,WST00287,C031,C022,2026-06-24,3719.53,367.18,57738.08,3037.31,Delivered,Pending
TRX00424,REQ01116,WST00287,C039,C022,2026-07-31,2572.38,382.06,54745.3,1542.61,Delivered,Paid
TRX00425,REQ01119,WST00288,C020,C022,2026-08-09,1844.57,181.65,22803.34,3328.31,Delivered,Paid
TRX00426,REQ01122,WST00289,C039,C022,2026-07-16,456.12,15.6,9554.62,620.34,In Transit,Paid
TRX00427,REQ01123,WST00289,C055,C022,2026-06-13,477.34,12.17,11150.89,494.54,Delivered,Pending
TRX00428,REQ01127,WST00290,C002,C022,2026-09-21,2176.1,314.77,45641.36,2536.25,Delivered,Paid
TRX00429,REQ01129,WST00290,C017,C022,2026-08-29,1437.67,356.33,25235.54,760.6,Delivered,Paid
TRX00430,REQ01135,WST00292,C053,C022,2026-05-30,482.46,422.48,7536.15,666.3,Delivered,Paid
TRX00431,REQ01142,WST00294,C051,C022,2026-08-18,1061.61,272.5,11609.15,2082.15,In Transit,Paid
TRX00432,REQ01143,WST00294,C024,C022,2026-09-21,452.91,270.91,8349.22,672.94,Scheduled,Paid
TRX00433,REQ01146,WST00295,C032,C022,2026-07-15,3392.58,45.67,56209.46,7538.6,Delivered,Paid
TRX00434,REQ01151,WST00297,C026,C022,2026-09-21,851.24,122.42,21165.96,652.31,Delivered,Pending
TRX00435,REQ01152,WST00297,C042,C022,2026-09-15,2945.93,109.49,66666.09,3234.84,Delivered,Paid
TRX00436,REQ01154,WST00297,C016,C022,2026-07-07,2053.05,113.21,41825.27,3332.41,Delivered,Partially Paid
TRX00437,REQ01156,WST00298,C039,C022,2026-07-31,369.81,352.43,7975.36,334.99,Delivered,Paid
TRX00438,REQ01157,WST00298,C004,C022,2026-08-27,519.85,328.65,11957.68,1274.52,Delivered,Paid
TRX00439,REQ01158,WST00298,C045,C022,2026-09-29,283.57,306.08,3200.56,585.1,Delivered,Paid
TRX00440,REQ01163,WST00299,C005,C022,2026-08-04,1339.25,88.28,28345.43,2974.57,Delivered,Partially Paid
TRX00441,REQ01165,WST00300,C029,C023,2026-06-15,1697.78,236.54,30067.11,1586.46,In Transit,Paid
TRX00442,REQ01166,WST00300,C020,C023,2026-07-28,2078.85,220.95,31612.79,2233.19,Delivered,Paid
TRX00443,REQ01170,WST00301,C029,C023,2026-09-17,861.82,141.22,7227.62,1462.62,Delivered,Paid
TRX00444,REQ01171,WST00301,C053,C023,2026-07-10,884.46,174.19,17852.69,730.09,Delivered,Paid
TRX00445,REQ01172,WST00302,C030,C023,2026-09-19,2746.9,337.49,30615.65,1696.87,In Transit,Pending
TRX00446,REQ01177,WST00303,C056,C023,2026-07-14,4714.76,304.72,48364.47,11732.56,Delivered,Paid
TRX00447,REQ01181,WST00304,C051,C023,2026-08-04,730.28,487.37,16151.31,307.26,Delivered,Paid
TRX00448,REQ01185,WST00305,C057,C023,2026-07-14,349.64,381.46,6966.39,712.72,Delivered,Paid
TRX00449,REQ01187,WST00306,C048,C023,2026-08-08,403.73,487.74,8877.88,954.89,Delivered,Paid
TRX00450,REQ01188,WST00307,C025,C023,2026-08-10,910.25,434.16,13580.78,1018.51,Scheduled,Paid
TRX00451,REQ01189,WST00307,C002,C023,2026-07-31,1778.88,336.9,21203.22,3260.87,Delivered,Pending
TRX00452,REQ01190,WST00307,C050,C023,2026-07-28,1168.71,385.95,18280.49,886.35,Delivered,Paid
TRX00453,REQ01200,WST00309,C054,C023,2026-06-16,1993.38,376.03,26092.02,3842.66,Delivered,Paid
TRX00454,REQ01201,WST00309,C057,C023,2026-08-17,995.98,372.64,16481.07,526.96,Delivered,Paid
TRX00455,REQ01204,WST00310,C003,C024,2026-09-11,435.45,333.18,5374.3,758.1,Delivered,Paid
TRX00456,REQ01205,WST00311,C060,C024,2026-06-28,1560.39,380.08,14584.11,3684.98,Delivered,Partially Paid
TRX00457,REQ01207,WST00312,C046,C024,2026-08-20,661.6,200.48,11794.03,1129.3,Delivered,Paid
TRX00458,REQ01210,WST00312,C056,C024,2026-06-22,682.2,196.07,16611.5,1680.62,Delivered,Paid
TRX00459,REQ01213,WST00313,C045,C024,2026-08-31,592.19,22.82,5106.57,1013.14,Delivered,Paid
TRX00460,REQ01216,WST00313,C018,C024,2026-07-18,423.84,28.05,4315.65,567.82,Delivered,Paid
TRX00461,REQ01219,WST00314,C025,C024,2026-07-18,2856.45,118.15,27215.83,1218.78,Delivered,Pending
TRX00462,REQ01222,WST00314,C053,C024,2026-09-06,700.62,129.25,14028.3,1015.67,Delivered,Partially Paid
TRX00463,REQ01223,WST00315,C053,C024,2026-08-12,3623.94,94.09,31958.39,4938.06,Delivered,Paid
TRX00464,REQ01225,WST00315,C054,C024,2026-07-06,1612.45,104.31,31574.55,1740.8,Delivered,Paid
TRX00465,REQ01229,WST00316,C009,C024,2026-07-09,940.64,65.19,8572.37,1691.66,Delivered,Paid
TRX00466,REQ01230,WST00316,C006,C024,2026-08-14,1367.19,65.19,11884.99,983.67,Delivered,Paid
TRX00467,REQ01231,WST00316,C056,C024,2026-06-15,440.42,65.86,6867.58,966.04,Delivered,Paid
TRX00468,REQ01232,WST00317,C051,C024,2026-09-09,1073.39,82.1,14342.16,2224.84,Delivered,Paid
TRX00469,REQ01237,WST00318,C052,C024,2026-06-12,1088.86,55.67,26402.07,1207.36,Delivered,Paid
TRX00470,REQ01238,WST00318,C009,C024,2026-06-15,1352.87,49.85,24657.54,1573.5,In Transit,Paid
TRX00471,REQ01241,WST00319,C042,C024,2026-08-17,191.68,423.8,3491.03,131.34,Delivered,Paid
TRX00472,REQ01245,WST00320,C026,C024,2026-07-24,196.63,443.52,2503.44,292.19,Delivered,Paid
TRX00473,REQ01249,WST00321,C023,C024,2026-09-28,1367.64,441.15,16591.01,1922.37,Delivered,Paid
TRX00474,REQ01250,WST00321,C058,C024,2026-08-10,609.88,524.73,9600.78,439.25,In Transit,Paid
TRX00475,REQ01261,WST00324,C008,C024,2026-07-02,230.48,198.93,5650.15,446.68,Delivered,Paid
TRX00476,REQ01262,WST00324,C042,C024,2026-08-28,570.33,212.65,14244.76,384.74,Delivered,Paid
TRX00477,REQ01263,WST00325,C050,C024,2026-08-28,1404.31,150.86,23812.54,859.88,Delivered,Pending
TRX00478,REQ01266,WST00325,C060,C024,2026-09-11,2048.0,155.42,38259.81,1887.43,Delivered,Paid
TRX00479,REQ01271,WST00326,C017,C024,2026-09-12,3850.34,300.48,61247.04,7555.26,Delivered,Paid
TRX00480,REQ01272,WST00327,C002,C024,2026-06-10,2266.12,279.62,39768.9,4973.52,Delivered,Partially Paid
TRX00481,REQ01273,WST00327,C048,C024,2026-08-13,3475.65,229.94,70427.14,2591.56,Delivered,Pending
